channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,comment_count,duration_seconds,views_per_sub,like_per_view,comment_per_view,video_count,avg_views_per_sub,avg_like_per_view,avg_dislike_per_view,avg_comment_per_view,downloaded_resolution,downloaded,normalized_views_per_sub,normalized_like_per_view,normalized_comment_per_view,normalized_engagement_score,transformed_engagement_score
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,bUmlEHAY0ZM,https://www.youtube.com/watch?v=bUmlEHAY0ZM,Bende Son Durum: Notlar Kimde?,Kimsede olmayan o notlara ulaşmak için iki Coca-Cola ve bir gülümseme bazen yeterli olabilir... #TadınıÇıkar,2018-04-02T14:02:54Z,,4222304,100.0,7,13,0.9178921739130436,2.368375180943864e-05,1.6578626266607048e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.005729554968058034,0.0001951422199031962,0.00016495223576234343,0.0038624175733678254,-1.3342061020884701
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,GqTInHO_Fj8,https://www.youtube.com/watch?v=GqTInHO_Fj8,All New Coca-Cola Spiced | Monolith,The all-new Coca-Cola Spiced could taste like playing your favorite instrument while ascending to the highest peaks. You’ll never know unless you try.,2024-02-21T20:29:43Z,"Coca-Cola,Coca Cola,Coke",2509088,122.0,14,16,0.5454539130434782,4.862324478057366e-05,5.57971661416419e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.0006167572506303601,0.00044542400851545693,0.0005551646533467823,0.0009794055387668068,-1.9314963597966077
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,0_5Dt4yMUCs,https://www.youtube.com/watch?v=0_5Dt4yMUCs,Coca-Cola Dashain Dhamaka Offer - 2L Pack,"Coca-Cola’s Dashain Dhamaka Offer is here! This offer is valid till stock lasts, Hurry and grab this offer this festive season. 
#DashainDhamakaOffer #CocaCola #CocaColaNepal #RealMagic",2024-09-03T12:25:31Z,"2L Pack,Coca-Cola Nepal,Dashan Dhamaka Offer",6296335,623.0,39,11,1.3687684782608696,9.894645059387724e-05,6.194079571687339e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.011919142832445382,0.0009504455810965025,0.0006162918793203426,0.00860654583998865,-0.9245745382041429
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,pvMRdKdncQY,https://www.youtube.com/watch?v=pvMRdKdncQY,喝Coke 互動歌手瓶，抽演唱會門票 !,"打開「可口可樂」互動歌手瓶，演唱會門票天天抽！
即日起至 8月31日止，輸入 Coke 指定包裝瓶蓋或罐底序號，就有機會獲得林宥嘉 Yoga Lin 、 Bii 畢書盡 、 八三夭 831 演唱會門票，還有 Coke 藍芽耳機等你拿！

詳情請見→http://bit.ly/2yLWmEH",2018-06-26T10:16:41Z,,2892029,112.0,6,16,0.6287019565217391,3.8727135862053945e-05,2.0746679926100324e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.0017595786290843726,0.0003461110095184233,0.00020642308858539476,0.0013527226798233582,-1.8017077929855565
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,3Vl704ZZMOE,https://www.youtube.com/watch?v=3Vl704ZZMOE,Coca-Cola® Obra de Arte,A Magia Acontece quando você precisa de um pouco de inspiração,2023-03-07T14:01:37Z,,20018871,493.0,9,15,4.351928478260869,2.4626763417377533e-05,4.49575802751314e-07,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.05287168514942063,0.00020460586987355598,4.4731410561954065e-05,0.03461995308695011,-0.08560922826491503
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,IiJ_rVJoTNI,https://www.youtube.com/watch?v=IiJ_rVJoTNI,Uống Coca-Cola ăn càng đãaaa!,"Vạn món ngon hoá thành “cực phẩm” cùng Coca-Cola, cho những giây phút rôm rả cùng người thân yêu. Uống Coca-Cola, ăn càng đãaaaaaaa!
#CocaCola",2020-03-06T12:53:37Z,,5448149,1078.0,37,15,1.1843802173913045,0.0001978653667511,6.791297374576209e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.009387877980404481,0.001943152341096413,0.0006757132151049721,0.0073322898938823645,-1.0104543731165176
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,nrIkgk1SYBM,https://www.youtube.com/watch?v=nrIkgk1SYBM,ফান কিংবা আড্ডায় সবখানে কোকা-কোলা সবার হাতে।,বেস্ট ম্যাজিক্যাল কম্বো’তে মুহূর্তগুলো জমবে সেরা স্বাদে। ফান কিংবা আড্ডায় সবখানে কোকা-কোলা সবার হাতে।,2022-10-19T03:08:56Z,,7096361,464.0,14,11,1.5426871739130434,6.538562511123659e-05,1.972842136976966e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.014306682469410475,0.0006136438891446647,0.0001962917289208612,0.009647244078950713,-0.8621319120083074
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,lPbPXto20Po,https://www.youtube.com/watch?v=lPbPXto20Po,Coca-Cola | O sabor que quebra recordes,"Não tem desafio que resista ao sabor de Coca-Cola. Lets Play para avançar. 
Coca-Cola. A Magia Acontece.",2022-03-04T15:07:57Z,"cocacola,game",5950350,163.0,6,16,1.293554347826087,2.7393346609863285e-05,1.0083440469888329e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.010886610263134673,0.00023237008266494536,0.00010032713343896255,0.007188387453695085,-1.020935824834889
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,Ndoi07Ch1ak,https://www.youtube.com/watch?v=Ndoi07Ch1ak,BENDE SON DURUM: Tatildeyim,Sen kendini nereye ait hissediyorsan Coca-Cola yanında. #TadınıÇıkar,2018-08-09T15:59:28Z,,3840060,121.0,9,15,0.834795652173913,3.1509924324099106e-05,2.3437133794784458e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.004588813665910246,0.00027368224704907247,0.00023319227764352534,0.003208117617521426,-1.422321909786157
Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,https://www.youtube.com/@Coca-Cola,"Welcome to Coca-Cola's YouTube channel! Our channel is dedicated to the Real Magic that Coca-Cola inspires around the world. Check out our videos for new and original content featuring music, culture, entertainment, sports, and more. Join the fun through magical experiences on stage, on the field, in game, or behind the scenes.

Experience the #RealMagic of Coca-Cola and keep up with with us by subscribing to the channel for the latest updates.

Discover more at https://www.coca-cola.com

",2006-01-01T20:14:52Z,4600000,roOyHc5hkDo,https://www.youtube.com/watch?v=roOyHc5hkDo,Real Magic Starts with a Cold Coca-Cola | Get Refreshed with Coke | Coca-Cola,"Get refreshed and feel the energy with chilled coke. Coca-Cola is the best refreshment for every moment. Drink the cold coke to feel the energy. Real Magic Starts with a Cold Coca-Cola. Energy starts with a cold one. Enter the world of music with Coca-Cola and turn it up!

#CocaColeEnergy #StartYourDay #Colddrink

Facebook: https://www.facebook.com/TheCocaColaCo
Instagram: https://www.instagram.com/TheCocaColaCo/
Twitter: https://twitter.com/CocaColaCo
Website: https://www.coca-colacompany.com/
LinkedIn: https://www.linkedin.com/company/the-coca-cola-company/",2022-02-18T12:00:35Z,"RealMagic,CokeMusic,CocaCola,Coke",6636857,6819.0,13,21,1.442795,0.0010274441652125,1.9587584906530304e-06,373,1.455784881105024,0.0003802878033762,,1.6250172324749507e-05,360p,True,0.01293537202032006,0.01026844049807854,0.00019489044939898756,0.01190919729019281,-0.7440807918801312
